stop_name,zone_id,stop_id,stop_desc,stop_lat,stop_lon
12th Block Nagarabhavi,21629,21629,12th Block Nagarabhavi (Towards AIT College),12.96018,77.51398
12th Block Nagarabhavi,21630,21630,12th Block Nagarabhavi (Towards Nagarabhavi Circle),12.96076,77.51351
14th Main HSR Layout,20568,20568,14th Main HSR Layout (Towards Hebbala),12.91637,77.63472
18th Main Jayanagara,22890,22890,18th Main Jayanagara (Towards Jayanagara 4th Block),12.92328,77.58898
19th Main 13th Cross HSR Layout,22891,22891,19th Main 13th Cross HSR Layout (Towards Parangipalya),12.91593,77.65176
19th Main 13th Cross HSR Layout,24300,24300,19th Main 13th Cross HSR Layout (Towards Agara Junction),12.91582,77.65175
1st Main Kodichikkanahalli,29393,29393,1st Main Kodichikkanahalli (Towards Kodichikkanahalli),12.89854,77.61543
1st Main Kodichikkanahalli,35599,35599,1st Main Kodichikkanahalli (Towards Vijaya Bank Layout),12.89847,77.6155
1st Stage 3rd Block Nagarabhavi (Nayandahalli),22896,22896,1st Stage 3rd Block Nagarabhavi (Nayandahalli) (Towards Nayandahalli),12.95302,77.52026
1st Stage 3rd Block Nagarabhavi (Summanahalli),22897,22897,1st Stage 3rd Block Nagarabhavi (Summanahalli) (Towards Summanahalli),12.95286,77.52017
2nd Stage 9th Block Nagarabhavi,35595,35595,2nd Stage 9th Block Nagarabhavi (Towards 2nd Stage 9th Block Nagarabhavi),12.96864,77.51027
2nd Stage Kanteeravanagara,22907,22907,2nd Stage Kanteeravanagara (Towards 2nd Stage Kanteeravanagara),13.01505,77.53901
3rd Block Jayanagara,21446,21446,3rd Block Jayanagara (Towards South End Circle),12.9318,77.58393
3rd Block Jayanagara,21447,21447,3rd Block Jayanagara (Towards Jayanagara 4th Block),12.93349,77.58396
4th Phase Yelahanka New Town Iyengar Bakery,29407,29407,4th Phase Yelahanka New Town Iyengar Bakery (Towards Yalahanka 5th Phase),13.10426,77.57
5th Block HBR Layout,29409,29409,5th Block HBR Layout (Towards Hennur Cross),13.03585,77.63142
8th Mile Dasarahalli,20593,20593,8th Mile Dasarahalli (Towards Bagalagunte),13.04622,77.50755
8th Mile Dasarahalli,20594,20594,8th Mile Dasarahalli (Towards Jalahalli Cross),13.04541,77.50795
8th Mile Dasarahalli,35570,35570,8th Mile Dasarahalli (Towards Nelamangala),13.0451,77.50748
8th Mile Dasarahalli,35571,35571,8th Mile Dasarahalli (Towards Nelagadaranahalli),13.04547,77.50553
8th Mile Dasarahalli,35572,35572,8th Mile Dasarahalli (Towards Tumkur Road),13.04544,77.50547
8th Mile Dasarahalli,38567,38567,8th Mile Dasarahalli (Towards Dasanapura),13.04571,77.50753
8th Mile Dasarahalli Arrival,39687,39687,8th Mile Dasarahalli Arrival (Towards Hesaraghatta),13.04556,77.50726
A G Export Garments Nelamangala,29453,29453,A G Export Garments Nelamangala (Towards Madhure),13.12046,77.39237
A G Export Garments Nelamangala,35538,35538,A G Export Garments Nelamangala (Towards Nelamangala),13.12048,77.39242
A P J Abdul Kalam Statue,21652,21652,A P J Abdul Kalam Statue (Towards D R D O 2nd Stage),12.97972,77.65404
A P J Abdul Kalam Statue,21653,21653,A P J Abdul Kalam Statue (Towards BEML Factory),12.97977,77.65418
ADMC Quarters Office,38855,38855,ADMC Quarters Office (Towards Start Point),13.0053,77.64117
AECS Dental College,29450,29450,AECS Dental College (Towards Nobo Nagara),12.86536,77.59832
AECS Dental College,35541,35541,AECS Dental College (Towards Dodda Kammanahalli),12.8654,77.59836
AECS Layout Cross,20595,20595,AECS Layout Cross (Towards Kundalahalli Gate),12.96495,77.71832
AECS Layout Cross,20596,20596,AECS Layout Cross (Towards ITPL),12.96511,77.71827
AECS Layout Singasandra,29451,29451,AECS Layout Singasandra (Towards AECS Layout),12.88306,77.64991
AECS Layout Singasandra,35540,35540,AECS Layout Singasandra (Towards Kudlu Panchayath),12.88286,77.65018
AET Junction,39893,39893,ಎಇಟಿ ಜಂಕ್ಷನ್ (ಟುವರ್ಡ್ಸ್  ದೇವರಬಿಸನಹಳ್ಳಿ),12.91553,77.69871
AET Junction,39894,39894,AET Junction (Towards Doddakannahalli),12.91558,77.69881
AGS Layout,29461,29461,AGS Layout (Towards Vidyaniketan Public School),12.95173,77.47919
AGS Layout,35533,35533,AGS Layout (Towards Manganahalli),12.95163,77.47921
AGS Layout Arehalli,29462,29462,AGS Layout Arehalli (Towards Last Stop),12.91246,77.53706
AGS Layout Arehalli,35532,35532,AGS Layout Arehalli (Towards Kamakya),12.91246,77.537
AGS Layout Cross,23014,23014,AGS Layout Cross (Towards AGS Layout),12.91347,77.54088
AGS Layout Cross,24342,24342,AGS Layout Cross (Towards Ittamadu),12.91353,77.54088
AIR FORCE Quarters,29463,29463,AIR FORCE Quarters (Towards Shettahalli Cross),13.05899,77.52141
AIR FORCE Quarters,35531,35531,AIR FORCE Quarters (Towards Shettahalli),13.05895,77.52139
AL Ameen Residential School,29474,29474,AL Ameen Residential School (Towards Kattigenahalli Gate),13.06983,77.80832
AL Ameen Residential School,35521,35521,AL Ameen Residential School (Towards Hoskote),13.0696,77.80836
AL-Agro Factory,37331,37331,AL-Agro Factory (Towards Huralagere),12.98777,77.88168
AL-Agro Factory,37332,37332,AL-Agro Factory (Towards L Mallasandra),12.98697,77.88059
AMC College,23060,23060,AMC College (Towards Bannerughatta National Park),12.82938,77.58759
AMC College,24134,24134,AMC College (Towards Kalkere),12.83005,77.58779
APCO Factory,29549,29549,APCO Factory (Towards Thokathimmana Doddy Cross),12.76209,77.47036
APCO Factory,35454,35454,APCO Factory (Towards Bannigiri),12.76195,77.47044
APMC Yard,29550,29550,APMC Yard (Towards Makali),13.10494,77.44396
APMC Yard,35453,35453,APMC Yard (Towards Mattahalli),13.10488,77.44388
APS College,23134,23134,APS College (Towards Somanahalli Gate),12.78276,77.49966
APS College,23632,23632,APS College (Towards Kaggalipura),12.78272,77.4995
APS College Cross,39681,39681,APS College Cross (Towards Somanahalli Toll),12.78284,77.49959
APS College Cross,39682,39682,APS College Cross (Towards Somanahalli Gate),12.78637,77.50249
ARMY PUBLIC SCHOOL (Parachute Regiment),38962,38962,ARMY PUBLIC SCHOOL (Parachute Regiment) (Towards Mekhri Circal),13.01651,77.58615
ASC Centre,23190,23190,ASC Centre (Towards India Gariage),12.96239,77.61892
ASC Centre,23930,23930,ASC Centre (Towards Vannarpet),12.96248,77.61903
Aane Kempegowdana Doddy,29426,29426,Aane Kempegowdana Doddy (Towards Manchanabele),12.86158,77.33503
Aane Kempegowdana Doddy,35856,35856,Aane Kempegowdana Doddy (Towards Hagalahalli),12.86152,77.33503
Abbaiah Circle Sarjapura,23396,23396,Abbaiah Circle Sarjapura (Towards Chikka Thirupathi),12.85975,77.79411
Abbaiah Circle Sarjapura,23418,23418,Abbaiah Circle Sarjapura (Towards Sarjapura),12.8597,77.79409
Abbanakuppe,29428,29428,Abbanakuppe (Towards Byramangala),12.77419,77.4095
Abbanakuppe,35564,35564,Abbanakuppe (Towards Mysore Road),12.77413,77.40941
Abbanakuppe Colony,29429,29429,Abbanakuppe Colony (Towards Byramangala Lake),12.77126,77.41627
Abbanakuppe Colony,35563,35563,Abbanakuppe Colony (Towards Abbanakuppe),12.77123,77.41632
Abbanakuppe KEB,30920,30920,Abbanakuppe KEB (Towards Abbanakuppe),12.78775,77.42874
Abbanakuppe KEB,33404,33404,Abbanakuppe KEB (Towards Byramangala Cross),12.78773,77.42856
Abbigere,29430,29430,Abbigere (Towards Abbigere Cross),13.07696,77.52587
Abbigere,35562,35562,Abbigere (Towards Kempegowda  Garden),13.07692,77.52589
Abbigere Cross,29431,29431,Abbigere Cross (Towards Abbigere),13.07068,77.52978
Abbigere Cross,35561,35561,Abbigere Cross (Towards Kammagondanahalli),13.07069,77.52981
Abbigere Dinne,29432,29432,Abbigere Dinne (Towards KG Halli),13.07106,77.52803
Abbigere Dinne,35560,35560,Abbigere Dinne (Towards Janapriya Greenwood Apartments),13.07099,77.52801
Abbigere Gate,29433,29433,Abbigere Gate (Towards Abbigere),13.07248,77.52353
Abbigere Gate,35559,35559,Abbigere Gate (Towards Chikka Banavara),13.07243,77.52355
Acharya College,22965,22965,Acharya College (Towards Andrahalli),13.00234,77.48822
Acharya College,22966,22966,Acharya College (Towards Herohalli Cross),13.00238,77.48823
Acharya Institute of Technology,29434,29434,Acharya Institute of Technology (Towards Janapriya Apartment),13.08354,77.4841
Acharya Institute of Technology,35558,35558,Acharya Institute of Technology (Towards Aluru),13.08351,77.48416
Achyuthanagara Gate,29435,29435,Achyuthanagara Gate (Towards Janapriya Apartment),13.0842,77.48657
Achyuthanagara Gate,35557,35557,Achyuthanagara Gate (Towards Achyuthanagara),13.08416,77.48656
Adakamaranahalli (Magadi Road),29437,29437,Adakamaranahalli (Magadi Road) (Towards Chikkamaskal),12.94707,77.31056
Adakamaranahalli (Magadi Road),39571,39571,Adakamaranahalli (Magadi Road) (Towards Varadenahalli Handpost),12.94705,77.31051
Adakamaranahalli Cross (Magadi Road),29438,29438,Adakamaranahalli Cross (Magadi Road) (Towards Thippagondanahalli),12.95445,77.30923
Adakamaranahalli Cross (Magadi Road),35554,35554,Adakamaranahalli Cross (Magadi Road) (Towards Magadi),12.9544,77.30926
Adakimaranahalli,21639,21639,Adakimaranahalli (Towards Jalahalli Cross),13.07065,77.4449
Adakimaranahalli,29439,29439,Adakimaranahalli (Towards Nelamangala),13.07028,77.44482
Adarshanagara,29442,29442,Adarshanagara (Towards Arishinakunte),13.07619,77.42374
Adarshanagara,35552,35552,Adarshanagara (Towards Depot-43),13.07621,77.42378
Adde Vishwanathapura,29444,29444,Adde Vishwanathapura (Towards Rajanukunte),13.18672,77.55112
Adde Vishwanathapura,35550,35550,Adde Vishwanathapura (Towards Adde Grama),13.18669,77.5511
Addiganahalli,29445,29445,Addiganahalli (Towards Adigondanahalli Extension),13.17297,77.56958
Addiganahalli,35549,35549,Addiganahalli (Towards Rajanukunte),13.17292,77.56963
Addiganahalli Extension,22981,22981,Addiganahalli Extension (Towards Rajanukunte),13.1728,77.57126
Addiganahalli Extension,31347,31347,Addiganahalli Extension (Towards Tharahunase),13.17288,77.57123
Adigara Kallahalli,22982,22982,Adigara Kallahalli (Towards Exide Gate),12.82573,77.80302
Adigara Kallahalli,23391,23391,Adigara Kallahalli (Towards Adigara Kallahalli),12.82578,77.80293
Adigondanahalli,29446,29446,Adigondanahalli (Towards Bendiganahalli),12.81457,77.75116
Adigondanahalli,35548,35548,Adigondanahalli (Towards Suryanagara K H B),12.81456,77.75126
Adigondanahalli Junction,25578,25578,Adigondanahalli Junction (Towards Guddatti Gate),12.80604,77.74276
Adigondanahalli Junction,32772,32772,Adigondanahalli Junction (Towards Adigondanahalli),12.80604,77.74266
Adishwara Bombay Dying,37049,37049,Adishwara Bombay Dying (Towards Mathikere),13.02126,77.55609
Aditya Bakery,39104,39104,Aditya Bakery (Towards Ganakal),12.90354,77.51078
Aditya Bakery,39105,39105,Aditya Bakery (Towards Shrinivasapura Cross),12.90351,77.51069
Adrsha Savana,38161,38161,Adrsha Savana (Towards Kundana),13.20862,77.60376
Adrsha Savana,38162,38162,Adrsha Savana (Towards M V I T Collage),13.20859,77.60381
Adugodi,29448,29448,Adugodi (Towards Madivala),12.94387,77.6077
Adugodi,35544,35544,Adugodi (Towards MICO Company),12.94397,77.60748
Adugodi,35546,35546,Adugodi (Towards Anepalya),12.94384,77.60761
Adugodi Police Station,22990,22990,Adugodi Police Station (Towards Adugodi),12.93897,77.60976
Adugodi Police Station,23802,23802,Adugodi Police Station (Towards Jn of Hosur Road),12.93985,77.6095
Adukale Food Factory,39938,39938,Adukale Food Factory (Towards Sigehalli Gate),12.9769,77.44359
Adukale Food Factory,39939,39939,Adukale Food Factory (Towards Depot-35),12.97693,77.44371
Aduru,22992,22992,Aduru (Towards Avalahalli Hosakote),13.05553,77.7058
Aduru,22993,22993,Aduru (Towards Indlawadi Cross),12.73303,77.65433
Aduru,22994,22994,Aduru (Towards Indlawadi),12.73301,77.6544
Aduru,22995,22995,Aduru (Towards Ramapura),13.05535,77.70589
Aduru,36662,36662,Aduru (Towards Kumbarahalli),12.73318,77.657
Aerospace Bagalur,29452,29452,Aerospace Bagalur (Towards Aerospace Bagalur),13.17289,77.73066
Aerospace Bagalur,35539,35539,Aerospace Bagalur (Towards Hoovinayakanahalli Cross),13.17277,77.73058
Agalakote,29454,29454,Agalakote (Towards Budigere),13.21292,77.73612
Agalakote,35537,35537,Agalakote (Towards Devanahalli),13.21287,77.73615
Agara,23002,23002,Agara (Towards Kaggalipura),12.8429,77.4863
Agara,23003,23003,Agara (Towards Gangasandra),12.84479,77.48713
Agara,23004,23004,Agara (Towards Thataguni),12.84477,77.48709
Agara,31348,31348,Agara (Towards Devagere/Agara Cross),12.84288,77.48626
Agara Cross,21640,21640,Agara Cross (Towards Kaggalipura),12.84887,77.5221
Agara Cross,21641,21641,Agara Cross (Towards Banashankari Bus Station),12.84892,77.52196
Agara Junction,20597,20597,Agara Junction (Towards Banashankari),12.92433,77.65073
Agara Junction,20598,20598,Agara Junction (Towards Hebbala),12.92452,77.65028
Agara Junction,24000,24000,Agara Junction (Towards Jakkasandra),12.92464,77.64937
Agara Junction,35769,35769,Agara Junction (Towards Sarjapura),12.92468,77.64998
Agara Junction,38120,38120,Agara Junction (Towards Last Stop  (HSR FDR)),12.92417,77.65075
Agara Junction,38462,38462,Agara Junction (Towards Parangipalya),12.9239,77.65172
Agrahara Dasarahalli,20599,20599,Agrahara Dasarahalli (Towards Magadi Road Tollgate),12.97853,77.54293
Agrahara Dasarahalli,20600,20600,Agrahara Dasarahalli (Towards Kottigepalya),12.97874,77.54121
Agrahara Layout,29456,29456,Agrahara Layout (Towards Kogilu),13.09837,77.62683
Agrahara Layout,35535,35535,Agrahara Layout (Towards Agrahara Layout),13.09838,77.62671
Agrahara Layout Cross,39986,39986,Agrahara Layout Cross (Towards Kogilu),13.098,77.61832
Agrahara Layout Cross,39987,39987,Agrahara Layout Cross (Towards Chokkanahalli),13.09807,77.61834
Agraharapalya Gate,31849,31849,Agraharapalya Gate (Towards Hosahallipalya),13.13071,77.45347
Agraharapalya Gate,35686,35686,Agraharapalya Gate (Towards Guddahalli),13.13065,77.45343
Ainahalli,36061,36061,Ainahalli (Towards Kasaghatta),13.25849,77.38757
Ainahalli,36062,36062,Ainahalli (Towards Kannamangala),13.2585,77.38762
Air Lines Dhaba Gate,29464,29464,Air Lines Dhaba Gate (Towards Tellohalli Gate),13.22276,77.74085
Air Lines Dhaba Gate,35530,35530,Air Lines Dhaba Gate (Towards Devanahalli),13.2225,77.74086
Air force Gate Ashwathnagara,39704,39704,Air force Gate Ashwathnagara (Towards Last Stop),13.02684,77.57964
Airport Trumpet,29465,29465,Airport Trumpet (Towards Devanahalli),13.19908,77.65792
Airport Trumpet,35529,35529,Airport Trumpet (Towards Yalahanka),13.19905,77.6582
Airtel office Koramangala,39835,39835,Airtel office Koramangala (Towards Jyothi Nivas),12.9359,77.61551
Ajjagondahalli,29467,29467,Ajjagondahalli (Towards Harohalli),12.95709,77.76839
Ajjagondahalli,35527,35527,Ajjagondahalli (Towards Varthuru),12.95705,77.76842
Ajjanahalli,29468,29468,Ajjanahalli (Towards Chunchanakuppe),12.9167,77.3865
Ajjanahalli,35526,35526,Ajjanahalli (Towards Muddaiahnapalya),12.91666,77.38648
Ajmeer Apartment Neeladri Road,29469,29469,Ajmeer Apartment Neeladri Road (Towards Electronic City),12.84185,77.64673
Ajmeer Apartment Neeladri Road,35525,35525,Ajmeer Apartment Neeladri Road (Towards Dodda Thoguru),12.84181,77.64675
Akkayammana Betta,23022,23022,Akkayammana Betta (Towards Meesaganahalli),13.16162,77.64223
Akkayammana Betta Huttanahalli Cross,29470,29470,Akkayammana Betta Huttanahalli Cross (Towards Huttanahalli),13.17134,77.61472
Akkipete Devanahalli,29471,29471,Akkipete Devanahalli (Towards Devanahalli),13.25413,77.67796
Akkipete Devanahalli,35524,35524,Akkipete Devanahalli (Towards Kundana),13.25414,77.67798
Akkithimmanahalli,23668,23668,Akkithimmanahalli (Towards Poornima Talkies),12.96186,77.59789
Akkithimmanahalli,31349,31349,Akkithimmanahalli (Towards Nanjappa Circle),12.96194,77.5978
Akshayanagara,29472,29472,Akshayanagara (Towards TC Palya),13.0208,77.68338
Akshayanagara,35523,35523,Akshayanagara (Towards B Channasandra),13.02069,77.68343
Akshayanagara New Town,29473,29473,Akshayanagara New Town (Towards Hulimavu),12.87657,77.61101
Akshayanagara New Town,35522,35522,Akshayanagara New Town (Towards Last Bus Stop),12.87657,77.61166
Akshyanagara Double Road,25148,25148,Akshyanagara Double Road (Towards Vijaya Bank Layout Arakere),12.87874,77.60967
Akshyanagara Double Road,32565,32565,Akshyanagara Double Road (Towards Hulimavu),12.87874,77.6097
Aladamara Chikkanahalli Cross,29475,29475,Aladamara Chikkanahalli Cross (Towards Aduru),12.72813,77.64802
Aladamara Chikkanahalli Cross,35520,35520,Aladamara Chikkanahalli Cross (Towards Indlawadi),12.72807,77.648
Aladamara Laggere,29476,29476,Aladamara Laggere (Towards Laggere Cross),13.01327,77.52095
Aladamara Laggere,35519,35519,Aladamara Laggere (Towards Laggere New Bus Stand),13.01332,77.52098
Alahalli,25681,25681,Alahalli (Towards Doddaballapura),13.27758,77.5216
Alahalli,32821,32821,Alahalli (Towards Aralumallige),13.27752,77.52162
Alambadi,29477,29477,Alambadi (Towards Malur Road),12.89273,77.88659
Alambadi,35518,35518,Alambadi (Towards Chikka Thirupathi),12.8927,77.88656
Alanayakanahalli Gate,29478,29478,Alanayakanahalli Gate (Towards Jakkanahalli Cross),13.18089,77.32413
Alanayakanahalli Gate,35517,35517,Alanayakanahalli Gate (Towards Thyamagondlu),13.18069,77.32407
Ali Bommasandra,23034,23034,Ali Bommasandra (Towards Lakshmisagara /Guddahatti),12.82033,77.73652
Ali Bommasandra,23035,23035,Ali Bommasandra (Towards Muttanalluru),12.82032,77.73644
Aliaskar Embassy,39597,39597,Aliaskar Embassy (Towards Last Stop),12.99388,77.58905
Alisda,21452,21452,Alisda (Towards BEL Circle),13.03392,77.54098
Alisda,21453,21453,Alisda (Towards Goraguntapalya),13.03404,77.54112
Aliyuru,38395,38395,Aliyuru (Towards Last Stop),13.263,77.76564
Allalasandra,29480,29480,Allalasandra (Towards Allalasandra Last Stop),13.08806,77.58865
Allalasandra,35515,35515,Allalasandra (Towards Allalasandra Gate),13.08809,77.58863
Allalasandra Gate,29481,29481,Allalasandra Gate (Towards Yalahanka Police Station),13.08664,77.59375
Allalasandra Gate,35106,35106,Allalasandra Gate (Towards Hebbala),13.08444,77.59437
Allalasandra Gate,35608,35608,Allalasandra Gate (Towards Mekhri Circle),13.08686,77.59386
Allalasandra Gate,39009,39009,Allalasandra Gate (Towards Venkatala),13.08448,77.59386
Allalasandra Gate FLY,35151,35151,Allalasandra Gate FLY (Towards Airport),13.08483,77.59415
Allalasandra Gate FLY,39271,39271,Allalasandra Gate FLY (Towards Hebbala),13.085,77.59437
Allammanapalya,29483,29483,Allammanapalya (Towards Allammanapalya),12.9356,77.3661
Allammanapalya,35513,35513,Allammanapalya (Towards Madapatna),12.93554,77.36618
Alpha College Chikka Gubbi,29484,29484,Alpha College Chikka Gubbi (Towards Dodda Gubbi),13.07701,77.66207
Alpha College Chikka Gubbi,35512,35512,Alpha College Chikka Gubbi (Towards Byarathi Bande),13.07697,77.66209
Alphine Apartment,38905,38905,Alphine Apartment (Towards Last Stop),13.06649,77.5765
Aluru,29485,29485,Aluru (Towards Aluru Palya),13.08482,77.46553
Aluru,35511,35511,Aluru (Towards Makali),13.08487,77.46561
Aluru BDA 1st Stage,38789,38789,Aluru BDA 1st Stage (Towards Last Stop),13.09262,77.44748
Aluru BDA 2nd Stage,29486,29486,Aluru BDA 2nd Stage (Towards Last Stop),13.09146,77.44993
Aluru BDA 2nd Stage,35510,35510,Aluru BDA 2nd Stage (Towards Makali),13.09138,77.44998
Aluru Cross,29487,29487,Aluru Cross (Towards Kuduregere),13.0824,77.47479
Aluru Cross,35509,35509,Aluru Cross (Towards Aluru),13.08236,77.47477
Alurupalya,29488,29488,Alurupalya (Towards Aluru),13.09723,77.47067
Alurupalya,35508,35508,Alurupalya (Towards Narasipura),13.09721,77.47062
Amarajyothi Badavane,29489,29489,Amarajyothi Badavane (Towards Thanisandra),13.05526,77.62929
Amarajyothi Badavane,35507,35507,Amarajyothi Badavane (Towards Amarajyothi Badavane),13.05525,77.62932
Amba Bhavani Nagara,29490,29490,Amba Bhavani Nagara (Towards Veerasagara),13.09719,77.54597
Amba Bhavani Nagara,35506,35506,Amba Bhavani Nagara (Towards MS Palya),13.09721,77.54603
Ambabhavani Badavane,39321,39321,Ambabhavani Badavane (Towards Kattigenahalli Cross),13.11013,77.62408
Ambalagere,36059,36059,Ambalagere (Towards Kasaghatta),13.24322,77.38657
Ambalagere,36060,36060,Ambalagere (Towards Kannamangala),13.24327,77.38658
Ambalipura,39735,39735,Ambalipura (Towards Tavatahalli),13.06995,77.88026
Ambedkar Institute of Technology,21454,21454,Ambedkar Institute of Technology (Towards Kottigepalya),12.96319,77.50502
Ambedkar Institute of Technology,21643,21643,Ambedkar Institute of Technology (Towards Kengeri),12.96338,77.50515
Ambedkar Medical College Shampura,35503,35503,Ambedkar Medical College Shampura (Towards Ambedkar Medical College Shampura),13.02327,77.6126
Ambedkar Nagara,23058,23058,Ambedkar Nagara (Towards Carmalaram),12.89914,77.71286
Ambedkar Nagara,23901,23901,Ambedkar Nagara (Towards Dommasandra),12.89929,77.71273
Ambika School,29494,29494,Ambika School (Towards Thyamagondlu),13.15775,77.33712
Ambika School,35502,35502,Ambika School (Towards T Begur),13.15775,77.33719
Amma Ashrama Cross,20601,20601,Amma Ashrama Cross (Towards Vidyaniketan Public School),12.94936,77.48882
Amma Ashrama Cross,20602,20602,Amma Ashrama Cross (Towards Bengaluru University Quarters),12.94958,77.48867
Amogha Layout,29497,29497,Amogha Layout (Towards Marasandra),13.07508,77.71811
Amogha Layout,35499,35499,Amogha Layout (Towards Avalahalli),13.0751,77.71814
Amritha Ayurvedic Hospital,29498,29498,Amritha Ayurvedic Hospital (Towards CRPF),13.12479,77.54721
Amritha Ayurvedic Hospital,35498,35498,Amritha Ayurvedic Hospital (Towards Shivakote),13.12476,77.54722
Amruth Sweets,38136,38136,Amruth Sweets (Towards Mangammanapalya),12.90921,77.64153
Amruth Sweets,38137,38137,Amruth Sweets (Towards Parangipalya),12.90926,77.64147
Amrutha Engineering College,29499,29499,Amrutha Engineering College (Towards Junnasandra),12.89566,77.67471
Amrutha Engineering College,35101,35101,Amrutha Engineering College (Towards Central Jail),12.8968,77.6752
Amrutha Engineering College,35113,35113,Amrutha Engineering College (Towards Hosa Road),12.89565,77.67474
Amrutha Engineering College,35368,35368,Amrutha Engineering College (Towards Kasavanahalli),12.89689,77.67517
Amruthahalli,23067,23067,Amruthahalli (Towards Byatarayanapura),13.06576,77.60081
Amruthahalli,35173,35173,Amruthahalli (Towards Jakkur Layout),13.06574,77.60076
Amruthahalli Bank,29711,29711,Amruthahalli Bank (Towards Byatarayanapura),13.066,77.59824
Amruthahalli Bank,31884,31884,Amruthahalli Bank (Towards Amruthahalli),13.06604,77.59824
Amruthanagara,31850,31850,Amruthanagara (Towards Anjanapura),12.8394,77.54987
Amruthanagara,35497,35497,Amruthanagara (Towards Kulumepalya),12.83949,77.54993
Amruthanagara Canara Bank,29502,29502,Amruthanagara Canara Bank (Towards Dasarahalli Hebbal),13.05518,77.59969
Amruthanagara Canara Bank,35496,35496,Amruthanagara Canara Bank (Towards Military Dairy Farm),13.05506,77.59974
Amruthaya central school,39318,39318,Amruthaya central school (Towards Kattigenahalli Cross),13.11346,77.62438
Anagalipura,29503,29503,Anagalipura (Towards Dodda Gubbi),13.06842,77.68234
Anagalipura,35495,35495,Anagalipura (Towards Anagalipura Cross ),13.06838,77.68241
Anagalipura Gate,29504,29504,Anagalipura Gate (Towards Bande Bommasandra),13.07306,77.67885
Anagalipura Gate,35494,35494,Anagalipura Gate (Towards Dodda Gubbi),13.07303,77.67888
Ananda Ashrama (BG Rd),22744,22744,Ananda Ashrama (BG Rd) (Towards Bannerughatta ),12.9275,77.60062
Ananda Ashrama (BG Rd),22768,22768,Ananda Ashrama (BG Rd) (Towards Bangalore Dairy Circle),12.92644,77.60037
Ananda Ashrama Bannerughatta,39748,39748,Ananda Ashrama Bannerughatta (Towards Gottigere),12.818,77.58395
Ananda Ashrama Bannerughatta,39749,39749,Ananda Ashrama Bannerughatta (Towards Bannerughatta Circle),12.81799,77.58412
Ananda Rao Circle,20603,20603,Ananda Rao Circle (Towards Malleshwaram),12.98115,77.57466
Ananda Rao Circle,29506,29506,Ananda Rao Circle (Towards Maharani College),12.98074,77.57503
Ananda Rao Circle,35375,35375,Ananda Rao Circle (Towards KR Market),12.98117,77.57694
Anandanagara,29507,29507,Anandanagara (Towards Hospete gate),12.98386,77.24218
Anandanagara,35492,35492,Anandanagara (Towards Belagumba),12.9838,77.24209
Anandapura,29511,29511,Anandapura (Towards TC Palya),13.02423,77.69285
Anandapura,35489,35489,Anandapura (Towards B Channasandra),13.0241,77.6927
Anandgiri layout,39923,39923,Anandgiri layout (Towards Shanubhoganahalli ),12.82781,77.56638
Anandgiri layout,39924,39924,Anandgiri layout (Towards Bilawaradahalli),12.82803,77.56648
Ananthapura,29512,29512,Ananthapura (Towards Ramagondanahalli),13.11474,77.56709
Ananthapura,35488,35488,Ananthapura (Towards Ananthapura Gate),13.11478,77.56706
Ananthapura Gate,23081,23081,Ananthapura Gate (Towards Doddaballapura),13.1146,77.57901
Ananthapura Gate,23082,23082,Ananthapura Gate (Towards Yalahanka NES Office),13.11478,77.57907
Anche Muskuru,29513,29513,Anche Muskuru (Towards Chikka Thirupathi),12.90473,77.86785
Anche Muskuru,35487,35487,Anche Muskuru (Towards Dunnasandra Cross),12.90471,77.8678
Anchepalya,20604,20604,Anchepalya (Towards Bidadi),12.89258,77.45798
Anchepalya,20605,20605,Anchepalya (Towards Kengeri),12.8926,77.45753
Anchepalya,21644,21644,Anchepalya (Towards Jalahalli Cross),13.05529,77.47983
Anchepalya,23084,23084,Anchepalya (Towards Nelamangala),13.05497,77.47936
Anchipura,29515,29515,Anchipura (Towards Anchipura Colony),12.77061,77.43203
Anchipura,35485,35485,Anchipura (Towards Anchipura Cross),12.77008,77.43196
Anchipura Colony,29516,29516,Anchipura Colony (Towards Bannigiri),12.76763,77.43855
Anchipura Colony,35484,35484,Anchipura Colony (Towards Anchipura),12.76759,77.43854
Anchipura Cross,29517,29517,Anchipura Cross (Towards Kodiyala),12.79009,77.44125
Anchipura Cross,35483,35483,Anchipura Cross (Towards Shyanumangala),12.79006,77.44125
Andhrahalli,29518,29518,Andhrahalli (Towards Herohalli),13.00805,77.48484
Andhrahalli,35482,35482,Andhrahalli (Towards Thigalarapalya),13.00802,77.48484
Andhrahalli Gate,29519,29519,Andhrahalli Gate (Towards Budigere),13.11545,77.74528
Andhrahalli Gate,35481,35481,Andhrahalli Gate (Towards Budigere Cross),13.11547,77.74531
Andhrahalli Govt School,29520,29520,Andhrahalli Govt School (Towards Andrahalli),13.00956,77.48295
Andhrahalli Govt School,35480,35480,Andhrahalli Govt School (Towards Thiglarapalya),13.00952,77.48294
Ane Hosahalli Gate,29521,29521,Ane Hosahalli Gate (Towards Maralawadi),12.62071,77.51387
Ane Hosahalli Gate,35479,35479,Ane Hosahalli Gate (Towards Harohalli),12.62062,77.51383
Anehalla,29522,29522,Anehalla (Towards Hospete Gate),12.97985,77.2414
Anehalla,35478,35478,Anehalla (Towards Belagumba),12.97983,77.24132
