stop_name,zone_id,stop_id,stop_desc,stop_lat,stop_lon
Chikka Tattamangala Gate,32781,32781,Chikka Tattamangala Gate (Towards Vijayapura),13.28017,77.76282
Chikka Thataguni,24543,24543,Chikka Thataguni (Towards Banashankari ),12.84542,77.51416
Chikka Thataguni,32289,32289,Chikka Thataguni (Towards Gangasandra),12.84537,77.51418
Chikka Thimmasandra,24545,24545,Chikka Thimmasandra (Towards Bikkana Hosahalli),12.84561,77.74452
Chikka Thimmasandra,32290,32290,Chikka Thimmasandra (Towards Gopasandra Cross),12.84557,77.74455
Chikka Thimmasandra Colony,24547,24547,Chikka Thimmasandra Colony (Towards Gopasandra),12.84861,77.7418
Chikka Thimmasandra Colony,32291,32291,Chikka Thimmasandra Colony (Towards Chikkathimmasandra),12.84866,77.7418
Chikka Thirupathi,24549,24549,Chikka Thirupathi (Towards Dunnasandra Cross),12.89536,77.86697
Chikka Thirupathi,32292,32292,Chikka Thirupathi (Towards Malur),12.89538,77.86704
Chikka Thirupathi,35366,35366,Chikka Thirupathi (Towards Mugaluru),12.89532,77.867
Chikka Thogurupalya,24553,24553,Chikka Thogurupalya (Towards Thippagondanahalli),12.9562,77.28287
Chikka Thogurupalya,32294,32294,Chikka Thogurupalya (Towards Magadi),12.95628,77.28314
Chikka Tumkur,24555,24555,Chikka Tumkur (Towards Jinke Bachahalli),13.26368,77.53253
Chikka Tumkur,32295,32295,Chikka Tumkur (Towards Doddaballapura),13.26359,77.53248
Chikka Tumkur Cross,24557,24557,Chikka Tumkur Cross (Towards Rajanukunte),13.25273,77.53883
Chikka Tumkur Cross,32296,32296,Chikka Tumkur Cross (Towards Chikka Tumkur),13.25266,77.53886
Chikka Tumkur Lake,24559,24559,Chikka Tumkur Lake (Towards Aralumallige),13.27738,77.51904
Chikka Tumkur Lake,32297,32297,Chikka Tumkur Lake (Towards Hosahalli),13.27745,77.51901
Chikka Veeraiahanapalya Cross,24561,24561,Chikka Veeraiahanapalya Cross (Towards Makali),13.11427,77.43148
Chikka Veeraiahanapalya Cross,32298,32298,Chikka Veeraiahanapalya Cross (Towards Huskur),13.11416,77.4316
Chikka Veeraiahnapalya,24563,24563,Chikka Veeraiahnapalya (Towards Dodda Aladamara),12.94543,77.40051
Chikka Veeraiahnapalya,32299,32299,Chikka Veeraiahnapalya (Towards Tavarakere),12.94541,77.40046
Chikkaballapura,37648,37648,Chikkaballapura (Towards Chikkaballapura),13.43768,77.73199
Chikkaballapura R T O Office,37998,37998,Chikkaballapura R T O Office (Towards Chikkaballapura),13.38317,77.72626
Chikkaballapura R T O Office,37999,37999,Chikkaballapura R T O Office (Towards Venkatagiri Kote),13.38321,77.7263
Chikkabanavara Railway Station,21108,21108,Chikkabanavara Railway Station (Towards Hesaraghatta),13.07543,77.50464
Chikkabanavara Railway Station,21109,21109,Chikkabanavara Railway Station (Towards Bagalagunte),13.07547,77.50469
Chikkabidarakallu,21838,21838,Chikkabidarakallu (Towards Jalahalli Cross),13.05235,77.48774
Chikkabidarakallu,24566,24566,Chikkabidarakallu (Towards Nelamangala),13.05196,77.48778
Chikkabidarakallu Metrto Station,39373,39373,Chikkabidarakallu Metrto Station (Towards  Departure),13.05239,77.48757
Chikkabidarakallu Metrto Station,39374,39374,Chikkabidarakallu Metrto Station (Towards Arival),13.05244,77.48744
Chikkabillakempanahalli (Padmashree Hospital),39910,39910,Chikkabillakempanahalli (Padmashree Hospital) (Towards Kadumane Hotel),12.80755,77.40062
Chikkabillakempanahalli (Padmashree Hospital),39911,39911,Chikkabillakempanahalli (Padmashree Hospital) (Towards Bidadi),12.80747,77.40077
Chikkagattiganabbe,24568,24568,Chikkagattiganabbe (Towards Hoskote),13.04166,77.79549
Chikkagattiganabbe,32301,32301,Chikkagattiganabbe (Towards Kodihalli),13.0416,77.79554
Chikkahosahalli Gate,24570,24570,Chikkahosahalli Gate (Towards Nalluru Gate),13.20739,77.7631
Chikkahosahalli Gate,32302,32302,Chikkahosahalli Gate (Towards Devanahalli),13.20711,77.76307
Chikkahullur,24572,24572,Chikkahullur (Towards H Cross),13.1051,77.82485
Chikkahullur,32303,32303,Chikkahullur (Towards Hosakote),13.10508,77.82493
Chikkajala,24574,24574,Chikkajala (Towards Devanahalli),13.17277,77.63318
Chikkajala,32304,32304,Chikkajala (Towards Yalahanka),13.17273,77.63369
Chikkajala  FLY,39284,39284,Chikkajala  FLY (Towards Hebbala),13.17299,77.6336
Chikkajala  FLY,39285,39285,Chikkajala  FLY (Towards Kempegowda International Airport),13.17288,77.63336
Chikkallasandra,24575,24575,Chikkallasandra (Towards Chikkalasandra Last Stop),12.91507,77.55198
Chikkallasandra Aralimara,21840,21840,Chikkallasandra Aralimara (Towards Gowdanapalya),12.91168,77.55226
Chikkallasandra Aralimara,21841,21841,Chikkallasandra Aralimara (Towards Uttarahalli),12.91157,77.55238
Chikkallasandra Aralimara,24576,24576,Chikkallasandra Aralimara (Towards Mahesh Medicals),12.91184,77.55215
Chikkallasandra Bank Colony,21842,21842,Chikkallasandra Bank Colony (Towards Chikkalasandra),12.90906,77.5491
Chikkallasandra Bank Colony,21843,21843,Chikkallasandra Bank Colony (Towards Uttarahalli),12.90914,77.54927
Chikkamaranahalli,24580,24580,Chikkamaranahalli (Towards Yaliyur),13.25705,77.7637
Chikkamaranahalli,32305,32305,Chikkamaranahalli (Towards Devanahalli),13.25705,77.76374
Chikkamaranahalli,32306,32306,Chikkamaranahalli (Towards Mahadevapura),13.0905,77.32312
Chikkamaranahalli,32307,32307,Chikkamaranahalli (Towards Nelamangala),13.0904,77.32309
Chikkamaranahalli Colony,24582,24582,Chikkamaranahalli Colony (Towards Nelamangala),13.0967,77.32268
Chikkamaranahalli Colony,32308,32308,Chikkamaranahalli Colony (Towards Kuppemala),13.09665,77.32266
Chikkammanapalya,24584,24584,Chikkammanapalya (Towards Tavarakere),12.95033,77.423
Chikkammanapalya,32309,32309,Chikkammanapalya (Towards Gulaganjanahalli),12.95049,77.42292
Chikkana Hosahalli,24586,24586,Chikkana Hosahalli (Towards Bettenahalli),13.21479,77.58064
Chikkana Hosahalli,32310,32310,Chikkana Hosahalli (Towards Aradeshanahalli),13.21474,77.58065
Chikkanahalli,24599,24599,Chikkanahalli (Towards Shivanapura),13.1318,77.90317
Chikkanahalli,32311,32311,Chikkanahalli (Towards Beguru),13.18385,77.6882
Chikkanahalli,32313,32313,Chikkanahalli (Towards Chikka Indluvadi),12.71756,77.64678
Chikkanahalli,32314,32314,Chikkanahalli (Towards Chikka Indluwadi Cross),12.71755,77.64682
Chikkanahalli,32315,32315,Chikkanahalli (Towards Dodda Basti),12.93444,77.47249
Chikkanahalli,32316,32316,Chikkanahalli (Towards Donnenahalli),12.8816,77.35521
Chikkanahalli,32317,32317,Chikkanahalli (Towards Hoskote),13.13185,77.90319
Chikkanahalli,32318,32318,Chikkanahalli (Towards Kengeri Club),12.93457,77.47251
Chikkanahalli,32319,32319,Chikkanahalli (Towards Manchanabele),12.88186,77.35537
Chikkanahalli,32320,32320,Chikkanahalli (Towards Mylanahalli),13.18394,77.68817
Chikkanahalli,38555,38555,Chikkanahalli (Towards Shanthinagara Manchanabele),12.88095,77.35503
Chikkanahalli (Railway Gollahalli),24588,24588,Chikkanahalli (Railway Gollahalli) (Towards Railway Gollahalli),13.18371,77.38434
Chikkanahalli (Railway Gollahalli),32312,32312,Chikkanahalli (Railway Gollahalli) (Towards Byranayakanahalli),13.18367,77.38426
Chikkanahalli Bande,24601,24601,Chikkanahalli Bande (Towards Railway Gollahalli),13.17933,77.39042
Chikkanahalli Bande,32321,32321,Chikkanahalli Bande (Towards Byranayakanahalli),13.17931,77.39034
Chikkanahalli Gate,24605,24605,Chikkanahalli Gate (Towards Kolara),13.12584,77.90411
Chikkanahalli Gate,32323,32323,Chikkanahalli Gate (Towards Hoskote),13.12559,77.90421
Chikkanahalli School,28191,28191,Chikkanahalli School (Towards Railway Gollahalli),13.18267,77.3866
Chikkanahalli School,34485,34485,Chikkanahalli School (Towards Byranayakanahalli),13.18269,77.3865
Chikkanayakanahalli,24607,24607,Chikkanayakanahalli (Towards Chikkanayakanahalli DInne),12.89228,77.69454
Chikkanayakanahalli,32324,32324,Chikkanayakanahalli (Towards Dodda Kannalli (Sarjapura Road)),12.89232,77.69445
Chikkanayakanahalli Dinne,24609,24609,Chikkanayakanahalli Dinne (Towards Chikkanayakanahalli),12.88384,77.69704
Chikkanayakanahalli Dinne,32325,32325,Chikkanayakanahalli Dinne (Towards Doddamma Temple),12.88386,77.69713
Chikkegowdanapalya,24613,24613,Chikkegowdanapalya (Towards Kengeri),12.8787,77.51471
Chikkegowdanapalya,32327,32327,Chikkegowdanapalya (Towards Raghuvanahalli Cross),12.87882,77.51474
Chikkegowdanapalya Junction,39110,39110,Chikkegowdanapalya Junction (Towards Ganakal),12.87816,77.51649
Chikkegowdanapalya Junction,39111,39111,Chikkegowdanapalya Junction (Towards Raghuvanahalli Cross),12.8782,77.51661
Chikkellur Cross,24615,24615,Chikkellur Cross (Towards Mysore Road ),12.89191,77.42158
Chikkellur Cross,32328,32328,Chikkellur Cross (Towards Koluru ),12.89183,77.42171
Chinmaya Vidyalaya Koramangala,24618,24618,Chinmaya Vidyalaya Koramangala (Towards Chinmaya Vidyalaya Koramangala),12.93491,77.62811
Chinnaiahnapalya,24621,24621,Chinnaiahnapalya (Towards Chinnaiahnapalya),12.72257,77.65589
Chinnakurchi,24623,24623,Chinnakurchi (Towards Thittahalli),12.82745,77.45962
Chinnakurchi,32331,32331,Chinnakurchi (Towards Gonipura),12.82741,77.45962
Chinnappa Garden,32332,32332,Chinnappa Garden (Towards Nandidurga Road),13.00302,77.60354
Chinnappa Garden,32333,32333,Chinnappa Garden (Towards Marappa Garden),13.0031,77.60353
Chinnappa Layout,24630,24630,Chinnappa Layout (Towards LR Bande),13.02823,77.60961
Chinnappa Layout,32335,32335,Chinnappa Layout (Towards Manjushree Hospital),13.02825,77.60964
Chinnaswamy Stadium,22694,22694,Chinnaswamy Stadium (Towards Shivaji Nagara),12.97742,77.59885
Chinnayyanapalya Silk Farm,21844,21844,Chinnayyanapalya Silk Farm (Towards Kaggalipura),12.85356,77.52343
Chinnayyanapalya Silk Farm,21845,21845,Chinnayyanapalya Silk Farm (Towards Banashankari ),12.85368,77.52331
Chinnayyanapalya Silk Farm,37208,37208,Chinnayyanapalya Silk Farm (Towards Vally School),12.85366,77.5232
Chinthala Madivala,24637,24637,Chinthala Madivala (Towards Huskur),12.85269,77.71173
Chinthala Madivala,32338,32338,Chinthala Madivala (Towards Chinthala Madivala),12.85266,77.71179
Chinthala Madivala Cross,24639,24639,Chinthala Madivala Cross (Towards Kaggalipura),12.85453,77.71226
Chinthala Madivala Cross,32339,32339,Chinthala Madivala Cross (Towards Huskur),12.85452,77.71222
Chirayu Pali Clinic,39154,39154,Chirayu Pali Clinic (Towards Thippenahalli),13.04424,77.49068
Chirayu Pali Clinic,39155,39155,Chirayu Pali Clinic (Towards Marison Factory),13.04452,77.49071
Chitrapura Mutt,24642,24642,Chitrapura Mutt (Towards Malleshwaram),13.00564,77.56528
Chokkahalli Gate,24646,24646,Chokkahalli Gate (Towards Hoskote),13.11222,77.83227
Chokkahalli Gate,32341,32341,Chokkahalli Gate (Towards H Cross),13.11222,77.83213
Chokkanahali Government School,28791,28791,Chokkanahali Government School (Towards Chokkanahalli),13.11131,77.69131
Chokkanahali Government School,33826,33826,Chokkanahali Government School (Towards Marasandra),13.11135,77.69133
Chokkanahalli,24652,24652,Chokkanahalli (Towards RK Hegade Nagara),13.08235,77.62499
Chokkanahalli,32342,32342,Chokkanahalli (Towards Budamaranahalli Cross),13.18312,77.53915
Chokkanahalli,32343,32343,Chokkanahalli (Towards Maralakunte),13.11355,77.68756
Chokkanahalli,32344,32344,Chokkanahalli (Towards Marenahalli),13.11351,77.68758
Chokkanahalli,32345,32345,Chokkanahalli (Towards Kogilu Cross),13.08233,77.62497
Chokkanahalli,32346,32346,Chokkanahalli (Towards Shanubhoganahalli),13.18306,77.53932
Chokkanahalli Gate,21846,21846,Chokkanahalli Gate (Towards Noor Nagara),13.08466,77.63487
Chokkanahalli Gate,21847,21847,Chokkanahalli Gate (Towards Thirumenahalli Cross),13.08471,77.63473
Chokkasandra,32347,32347,Chokkasandra (Towards Avalahalli),12.87059,77.7211
Chokkasandra,32348,32348,Chokkasandra (Towards Harohalli),12.87066,77.7212
Chokkasandra Cross,24658,24658,Chokkasandra Cross (Towards Chokkasandra),12.87348,77.73397
Chokkasandra Cross,32349,32349,Chokkasandra Cross (Towards Dommasandra),12.87355,77.73402
Chokkasandra Cross,32350,32350,Chokkasandra Cross (Towards Gopasandra),12.87348,77.73409
Cholanayakanahalli,21489,21489,Cholanayakanahalli (Towards Tavarakere),12.96024,77.35952
Cholanayakanahalli,21490,21490,Cholanayakanahalli (Towards Magadi),12.9605,77.35961
Cholappanahalli Gate,24664,24664,Cholappanahalli Gate (Towards Hoskote),13.11897,77.83919
Cholappanahalli Gate,32353,32353,Cholappanahalli Gate (Towards H Cross),13.1191,77.83923
Choodasandra Circle,24667,24667,Choodasandra Circle (Towards Central Jail),12.88853,77.67299
Choodasandra Circle,35370,35370,Choodasandra Circle (Towards Kasavanahalli),12.88855,77.67294
Choudappa Layout,24669,24669,Choudappa Layout (Towards MS Palya),13.10983,77.5281
Choudappa Layout,32355,32355,Choudappa Layout (Towards Shivakote),13.10978,77.52807
Chowdanahalli,24671,24671,Chowdanahalli (Towards Sadahalli Gate),13.21449,77.62801
Chowdanahalli,32356,32356,Chowdanahalli (Towards Nagamangala),13.21444,77.628
Chowdappanahalli,21848,21848,Chowdappanahalli (Towards Bidlapura),13.14841,77.7537
Chowdappanahalli,21849,21849,Chowdappanahalli (Towards Budigere),13.14852,77.75373
Chowdareddy Circle,23971,23971,Chowdareddy Circle (Towards Anekal),12.71119,77.69949
Chowdareddy Circle,23973,23973,Chowdareddy Circle (Towards Anekal Circle),12.71125,77.69931
Chowdary Line,38858,38858,Chowdary Line (Towards Start Point),13.00521,77.63878
Chowdasandra Cross,24673,24673,Chowdasandra Cross (Towards Avalakuppe),13.01049,77.33506
Chowdasandra Cross,32357,32357,Chowdasandra Cross (Towards Yntaganahalli Nelamangala),13.01056,77.33502
Chowdeshwari Temple,24678,24678,Chowdeshwari Temple (Towards Okalipuram),12.99483,77.56638
Chowdeshwari Temple,32358,32358,Chowdeshwari Temple (Towards Lingapura Corss),12.75911,77.69019
Chowdeshwari Temple,32359,32359,Chowdeshwari Temple (Towards Marasur Gate),12.75914,77.69013
Chowdeshwari Temple B Channasandra,24679,24679,Chowdeshwari Temple B Channasandra (Towards B Channasandra),13.01094,77.65918
Chowdeshwarinagara,24682,24682,Chowdeshwarinagara (Towards Tavarakere),12.99759,77.39939
Chowdeshwarinagara,32362,32362,Chowdeshwarinagara (Towards Sondekoppa),12.9975,77.39944
Chowdeshwarinagara,36390,36390,Chowdeshwarinagara (Towards Goraguntepalya),13.00054,77.52472
Chowdeshwarinagara,36391,36391,Chowdeshwarinagara (Towards Summanahalli),13.0006,77.525
Chowdeshwarinagara Bus Stand,39199,39199,Chowdeshwarinagara Bus Stand (Towards Last Stop),13.00135,77.52087
Chowdeshwarinagara JP Park,24270,24270,Chowdeshwarinagara JP Park (Towards Mathikere),13.03272,77.55408
Chowdeshwarinagara JP Park,24683,24683,Chowdeshwarinagara JP Park (Towards Mohankumar Nagara),13.03281,77.55446
Chowdeshwarinagara JP Park,37606,37606,Chowdeshwarinagara JP Park (Towards Mathikere/BEL),13.03284,77.55432
Chowdeshwarinagara Tataguni,24684,24684,Chowdeshwarinagara Tataguni (Towards Tataguni),12.84988,77.51885
Chowdeshwarinagara Thataguni,24674,24674,Chowdeshwarinagara Thataguni (Towards Banashankari),12.84995,77.51892
Christ International School Cross,24686,24686,Christ International School Cross (Towards Alambadi),12.88589,77.89044
Christ International School Cross,32363,32363,Christ International School Cross (Towards Sampangere),12.88587,77.89049
Christ School,24688,24688,Christ School (Towards Kaggalipura),12.79913,77.51193
Christ School,32364,32364,Christ School (Towards Gulakamale),12.79918,77.5119
Christal House Learning School,24690,24690,Christal House Learning School (Towards Yalahanka),13.0943,77.65168
Christal House Learning School,32365,32365,Christal House Learning School (Towards Kothanuru),13.09439,77.65173
Chudahalli,24692,24692,Chudahalli (Towards Somanahalli Gate),12.78228,77.48943
Chudahalli,32366,32366,Chudahalli (Towards Gudipalya),12.78225,77.48943
Chunchaghatta,24694,24694,Chunchaghatta (Towards Kothanuru),12.88558,77.57487
Chunchaghatta,32367,32367,Chunchaghatta (Towards Ganapathipura),12.88553,77.57489
Chunchanakuppe,24696,24696,Chunchanakuppe (Towards Dodda Aladamara),12.91038,77.38631
Chunchanakuppe,32368,32368,Chunchanakuppe (Towards Ajjanahalli),12.91034,77.38632
Cipla Avalahalli,21850,21850,Cipla Avalahalli (Towards Kempegowda Bus Station),13.03243,77.73148
Cipla Avalahalli,21851,21851,Cipla Avalahalli (Towards Hoskote),13.03263,77.73114
Cipla Avalahalli,38192,38192,Cipla Avalahalli (Towards Veeranahalli),13.03229,77.73139
City Civil Court,21491,21491,City Civil Court (Towards Mysore Bank),12.97334,77.58243
City Civil Court,24128,24128,City Civil Court (Towards KR Circle),12.97343,77.58243
City Civil Court (CHAKRA),37720,37720,City Civil Court (CHAKRA) (Towards KR Circle),12.97339,77.58237
Clarence School,35922,35922,Clarence School (Towards Bamboo Bazaar),13.00309,77.61666
Cloride Metal,36224,36224,Cloride Metal (Towards MALUR),12.93964,77.91132
Cloride Metal,36225,36225,Cloride Metal (Towards KODIHALLI),12.93954,77.91152
Coca Cola Byramangala,24711,24711,Coca Cola Byramangala (Towards Mysore Road),12.78086,77.40412
Coca Cola Byramangala,32374,32374,Coca Cola Byramangala (Towards Byramangala),12.78103,77.40411
Coffee Board Layout,24715,24715,Coffee Board Layout (Towards Military Dairyform),13.04843,77.60914
Coffee Board Layout,32377,32377,Coffee Board Layout (Towards Mariyannapalya),13.04853,77.60919
Coffee Day Hope Farm,38049,38049,Coffee Day Hope Farm (Towards Hope Form),12.97998,77.75162
Coffee Day Hope Farm,38050,38050,Coffee Day Hope Farm (Towards Varthur),12.97987,77.75168
Cohera,38695,38695,Cohera (Towards Last Stop),13.17322,77.74122
Coles Park,21857,21857,Coles Park (Towards Bomboo Bazar),12.99534,77.60829
Coles Park,21859,21859,Coles Park (Towards  Doddy),12.99573,77.60668
Coles Park,24717,24717,Coles Park (Towards Thomas Cafe),12.99308,77.60928
Coles Park,32378,32378,Coles Park (Towards Bamboobazar),12.99301,77.60927
Coles Road,21862,21862,Coles Road (Towards Banasawadi),12.99661,77.61204
Coles Road,21863,21863,Coles Road (Towards Coles park),12.99632,77.61247
Commando Hospital,21864,21864,Commando Hospital (Towards HAL ),12.96364,77.62641
Commando Hospital,21865,21865,Commando Hospital (Towards Kempegowda Bus Station ),12.96268,77.62756
Commercial Street,24721,24721,Commercial Street (Towards Shivaji Nagara),12.98283,77.60623
Commercial Street,35086,35086,Commercial Street (Towards MG Road),12.97994,77.60981
Commercial Street,35212,35212,Commercial Street (Towards Kamaraja Road Lavanya Talkies),12.98163,77.60822
Concord Apartment Electronic City,24722,24722,Concord Apartment Electronic City (Towards Neeladri Nagara),12.84056,77.65185
Concord Apartment Electronic City,35337,35337,Concord Apartment Electronic City (Towards Electronic City),12.84061,77.65172
Concorde Napa Valley,37972,37972,Concorde Napa Valley (Towards Kaggalipura),12.78852,77.5121
Corporation,20725,20725,Corporation (Towards Cauvery Bhavan / Mysore Bank),12.96839,77.58675
Corporation,20726,20726,Corporation (Towards HAL MG Road),12.9682,77.58936
Corporation,20727,20727,Corporation (Towards KR Market ),12.96701,77.58822
Corporation,20728,20728,Corporation (Towards Subbiah Circle),12.9648,77.58778
Country Club Bagaluru,24724,24724,Country Club Bagaluru (Towards Yalahanka),13.12348,77.63937
Country Club Bagaluru,32381,32381,Country Club Bagaluru (Towards Bagaluru),13.12358,77.63932
Cox Town,23660,23660,Cox Town (Towards Jeevanahalli),12.99648,77.62157
Cox Town,24047,24047,Cox Town (Towards Shivaji Nagara),12.99629,77.62153
Crown Plaza,20732,20732,Crown Plaza (Towards Electronic City),12.85082,77.66023
Crown Plaza,24733,24733,Crown Plaza (Towards Konappana Agarahara),12.85092,77.66
Crystal Apartment Sarjapura Road,21866,21866,Crystal Apartment Sarjapura Road (Towards Sarjapura),12.86771,77.76724
Crystal Apartment Sarjapura Road,21867,21867,Crystal Apartment Sarjapura Road (Towards Dommasandra),12.86758,77.76714
Cubbon Park Metro Station,24741,24741,Cubbon Park Metro Station (Towards GPO),12.98083,77.59722
Cubbon Park Metro Station,37694,37694,Cubbon Park Metro Station (Towards Cubbon Road),12.98068,77.59835
Cubbon Park Metro Station,38459,38459,Cubbon Park Metro Station (Towards Last Point),12.98068,77.59831
Cunningham Road,21869,21869,Cunningham Road (Towards Vasantha Nagara),12.98788,77.59423
Cura Hospital,39688,39688,Cura Hospital (Towards Jaraganahalli),12.88802,77.56148
Cura Hospital,39689,39689,Cura Hospital (Towards Kaggalipura),12.88787,77.56161
C‌ Q A L,23341,23341,C‌ Q A L (Towards R T Nagara),13.01178,77.59326
D Cross Doddaballapura,24749,24749,D Cross Doddaballapura (Towards Devanahalli),13.30659,77.54594
D Cross Doddaballapura,32387,32387,D Cross Doddaballapura (Towards Doddaballapura Bus Stand),13.30654,77.54584
D Cross Doddaballapura,32389,32389,D Cross Doddaballapura (Towards Gathi Subramanya),13.3066,77.54574
D Group Employees Layout,24751,24751,D Group Employees Layout (Towards Kogilu),13.09134,77.69091
D Group Employees Layout,32390,32390,D Group Employees Layout (Towards Yarappanahalli),13.09127,77.69089
D Group Employees Layout Srigandhada Kaval,26638,26638,D Group Employees Layout Srigandhada Kaval (Towards Nagarabhavi Circle),12.97808,77.49874
D Group Employees Layout Srigandhada Kaval,34680,34680,D Group Employees Layout Srigandhada Kaval (Towards Annapoorneshwari Nagar),12.97813,77.49874
D Hosahalli,24753,24753,D Hosahalli (Towards Medahalli),12.96839,77.83253
D Hosahalli,32391,32391,D Hosahalli (Towards D Hosahalli Cross),12.96831,77.83242
D Souza Circle,21872,21872,D Souza Circle (Towards Kempegowda Bus Station),12.96755,77.61106
D Souza Nagara,24758,24758,D Souza Nagara (Towards Hoskerehalli Cross),12.93179,77.53331
D Souza Nagara,32393,32393,D Souza Nagara (Towards Muneshwara Nagara Kerekodi),12.93199,77.53289
DEPOT-19 Gate,38109,38109,DEPOT-19 Gate (Towards DEPOT-19 ),12.84691,77.67192
DHFL,37969,37969,DHFL (Towards Kempegowda International Airport),13.19963,77.69561
DHFL,38070,38070,DHFL (Towards Airport Trumpet),13.19945,77.69561
DLF Home Town,25000,25000,DLF Home Town (Towards Hulimavu),12.87565,77.61775
DLF Home Town,32493,32493,DLF Home Town (Towards Beguru),12.8758,77.61776
DRDO 2nd Stage,25158,25158,DRDO 2nd Stage (Towards Ring Road),12.9859,77.67917
DRDO 2nd Stage,32570,32570,DRDO 2nd Stage (Towards Kaggadasapura),12.98575,77.67928
DRDO Quarters,21925,21925,DRDO Quarters (Towards CV Raman Nagara),12.98546,77.66133
DRDO Quarters,21926,21926,DRDO Quarters (Towards LRDE),12.98551,77.66147
DSC HAL GM Palya,38105,38105,DSC HAL GM Palya (Towards Last Stop),12.97659,77.66824
DTDC Wear House (Godown),39323,39323,DTDC Wear House (Godown) (Towards Kattigenahalli Cross),13.10745,77.61864
DUO Heights Layout,25164,25164,DUO Heights Layout (Towards Vijaya Bank Layout),12.89486,77.61468
DUO Heights Layout,32572,32572,DUO Heights Layout (Towards Kodichikkanahalli),12.89486,77.61463
Dabaspete,24761,24761,Dabaspete (Towards T Begur),13.22787,77.24187
Dabaspete,32394,32394,Dabaspete (Towards Tumakur),13.2277,77.24144
Dabbaguli,24763,24763,Dabbaguli (Towards Dabbaguli Gate),12.89092,77.32275
Dabbaguli Gate,24765,24765,Dabbaguli Gate (Towards Mata Gate),12.87,77.32808
Dabbaguli Gate,32396,32396,Dabbaguli Gate (Towards Manchanabele),12.87007,77.32804
Dabbaguli Gate-2,24768,24768,Dabbaguli Gate-2 (Towards Annekarahalli),12.87945,77.31628
Dabbaguli Gate-2,32398,32398,Dabbaguli Gate-2 (Towards Manchanabele),12.8796,77.31615
Dalai Lama College,20733,20733,Dalai Lama College (Towards Bidadi),12.85049,77.42456
Dalai Lama College,20734,20734,Dalai Lama College (Towards Kengeri),12.85056,77.42409
Dalmia Circle,24769,24769,Dalmia Circle (Towards Vinayaka Nagara),12.90639,77.59505
Dalmia Circle,35201,35201,Dalmia Circle (Towards Jayanagara East End Circle),12.90618,77.59504
Dalmia Circle,35959,35959,Dalmia Circle (Towards Jayanagara East End ),12.90697,77.595
Dalmia Circle,39259,39259,Dalmia Circle (Towards JP Nagara 15th Cross),12.90611,77.59493
Damodhar Nagara,24771,24771,Damodhar Nagara (Towards Muthkur),12.9536,77.79708
Dandiganahalli,24773,24773,Dandiganahalli (Towards Byrapura),13.30949,77.76763
Dandiganahalli,32400,32400,Dandiganahalli (Towards Kerekodi),13.30955,77.76757
Dandupalya,24775,24775,Dandupalya (Towards Dandupalya Cross),13.07455,77.81156
Dandupalya,32401,32401,Dandupalya (Towards Dandupalya),13.07461,77.81115
Dandupalya Cross,24777,24777,Dandupalya Cross (Towards Hosakote),13.07636,77.81145
Dandupalya Cross,32402,32402,Dandupalya Cross (Towards Solur),13.07638,77.81149
Dandupalya Gate,32403,32403,Dandupalya Gate (Towards Kolara),13.07728,77.80786
Dandupalya Gate,32404,32404,Dandupalya Gate (Towards Hoskote),13.07689,77.80804
Danojipalya,24782,24782,Danojipalya (Towards Binnamangala),13.08869,77.40498
Danojipalya,32405,32405,Danojipalya (Towards Nelamangala),13.08827,77.40508
Dargha,24784,24784,Dargha (Towards Devanahalli),13.28735,77.7744
Dargha,32406,32406,Dargha (Towards Vijayapura),13.28744,77.77438
Darshan Farm,24785,24785,Darshan Farm (Towards BEML Layout),12.9313,77.52682
Dasanapura,21873,21873,Dasanapura (Towards Jalahalli Cross),13.07542,77.43636
Dasanapura,24788,24788,Dasanapura (Towards Nelamangala),13.07523,77.43599
Dasanapura,32407,32407,Dasanapura (Towards Attibele),12.74761,77.77447
Dasanayakanahalli,24050,24050,Dasanayakanahalli (Towards Dasanayakanahalli),13.11829,77.6884
Dasanayakanahalli,24303,24303,Dasanayakanahalli (Towards Marenahalli),13.11823,77.68833
Dasappanapalya,24792,24792,Dasappanapalya (Towards Chikka Banavara),13.07934,77.50593
Dasappanapalya,32409,32409,Dasappanapalya (Towards Kere Guddadahalli),13.0794,77.50591
Dasarahalli,24796,24796,Dasarahalli (Towards Hoskote),13.09995,77.83616
Dasarahalli,32412,32412,Dasarahalli (Towards Gottipura),13.09998,77.83611
Dasarahalli Hebbala,32413,32413,Dasarahalli Hebbala (Towards Hebbala),13.05631,77.61148
Dasarahalli Hebbala,32414,32414,Dasarahalli Hebbala (Towards Jakkur),13.05627,77.61157
Dasarahalli Kere,21496,21496,Dasarahalli Kere (Towards Havanur Circle),12.98595,77.54179
Dasarahalli Kere,24067,24067,Dasarahalli Kere (Towards Rajajinagara),12.98517,77.54417
Dasarahalli Road Junction,30369,30369,Dasarahalli Road Junction (Towards Military Dairy Farm),13.05573,77.59451
Dasarahalli Road Junction,33143,33143,Dasarahalli Road Junction (Towards Amruthahalli),13.05583,77.5941
Dasegowdarapalya,24805,24805,Dasegowdarapalya (Towards Sondekoppa),13.02341,77.39444
Dasegowdarapalya,32417,32417,Dasegowdarapalya (Towards Hunnigere),13.02347,77.39426
Dasenahalli Cross,20735,20735,Dasenahalli Cross (Towards Gopalapura),13.14084,77.46523
